row_id,text,speech_act,evidence_type,action_state,signals,domain,group_id,recommended_split,source,review_status,review_confidence,review_notes
csa_0034,It would help to patch the mobile login redirect. The group moved on without assigning it.,unassigned_suggestion,discussion_topic,possible_action,deliverable_object,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,medium,Label and negative-state relationship checked against canonical staged semantics.
csa_0035,"Perhaps Elliot could patch the mobile login redirect if there is time, but this was not agreed.",hypothetical,discussion_topic,not_action,named_owner|deliverable_object|hypothetical_language,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0036,"Elliot: I might patch the mobile login redirect, depending on capacity. Lead: Treat that as an idea, not an action.",explicitly_uncommitted,discussion_topic,not_action,named_owner|deliverable_object|hypothetical_language,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0037,Elliot already completed the work to patch the mobile login redirect yesterday.,completed_history,background_context,completed_history,named_owner|deliverable_object|completed_tense,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0038,Lead: Elliot should patch the mobile login redirect. Elliot: That's already done; it closed yesterday.,completed_correction,background_context,completed_history,named_owner|deliverable_object|completed_tense,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0039,Do not patch the mobile login redirect; that proposed action has been cancelled.,rejection,decision_agreement,not_action,deliverable_object|decision_language,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0040,Earlier we asked Elliot to patch the mobile login redirect. That assignment is withdrawn and must not remain open.,superseded_action,decision_agreement,not_action,named_owner|deliverable_object|decision_language,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0041,The team agreed to hold the release until smoke testing passes.,decision,decision_agreement,not_action,decision_language|deliverable_object,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0042,"Option A was discussed, but the final position is to hold the release until smoke testing passes.",decision_after_alternative,decision_agreement,not_action,decision_language|deliverable_object,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0043,"Lead: Shall we hold the release until smoke testing passes?
Team: Agreed. That's the approach we will use.",proposal_acceptance_decision,decision_agreement,not_action,decision_language|deliverable_object,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0044,"One option would be to hold the release until smoke testing passes, although no decision was made.",unconfirmed_option,discussion_topic,not_action,hypothetical_language|deliverable_object,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0045,The team identified that the redirect defect could block customer access.,risk,risk_dependency,not_action,risk_language|deliverable_object,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0046,"If the dependency is not resolved, the redirect defect could block customer access. The issue remains open.",conditional_risk,risk_dependency,not_action,risk_language|deliverable_object,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0047,"The team checked whether the redirect defect could block customer access, but evidence confirmed the exposure is closed and no monitoring is required.",closed_risk_negative,background_context,not_action,deliverable_object|completed_tense,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,medium,Label and negative-state relationship checked against canonical staged semantics.
csa_0048,The current position is that the mobile release work remains in progress.,informational,background_context,not_action,,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0049,Can everyone see the mobile release screen? We will pause for two minutes before continuing.,administrative,low_value_noise,not_action,,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0050,"Elliot: I promise I'll bring coffee to the next mobile release call. This is social chat, not project work.",social_false_commitment,low_value_noise,not_action,named_owner,mobile_release,speech_act_002_mobile_release,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0051,Sana: I'll invite the shortlisted engineer to a technical interview by tomorrow.,commitment,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0052,Sana: I can invite the shortlisted engineer to a technical interview. I'll have it done by tomorrow.,volunteer_commitment,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0053,"Could Sana invite the shortlisted engineer to a technical interview by tomorrow? Sana: Yes, I'll take that.",request_acceptance_thread,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0054,"Lead: Can you invite the shortlisted engineer to a technical interview?
Sana: Yes.
Lead: Can you finish by tomorrow?
Sana: That works.",distributed_request_acceptance,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0055,Sana to invite the shortlisted engineer to a technical interview; due tomorrow.,minutes_assignment,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0056,"Actions recap: Sana, you're taking the item to invite the shortlisted engineer to a technical interview. Sana: Correct, by tomorrow.",recap_assignment,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0057,We need someone to invite the shortlisted engineer to a technical interview. Sana: Leave that with me; tomorrow is fine.,contextual_volunteer,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0058,"We need to invite the shortlisted engineer to a technical interview, but nobody accepted ownership or timing.",ownerless_need,discussion_topic,possible_action,explicit_commitment_verb|deliverable_object,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,medium,Label and negative-state relationship checked against canonical staged semantics.
csa_0059,It would help to invite the shortlisted engineer to a technical interview. The group moved on without assigning it.,unassigned_suggestion,discussion_topic,possible_action,deliverable_object,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,medium,Label and negative-state relationship checked against canonical staged semantics.
csa_0060,"Perhaps Sana could invite the shortlisted engineer to a technical interview if there is time, but this was not agreed.",hypothetical,discussion_topic,not_action,named_owner|deliverable_object|hypothetical_language,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0061,"Sana: I might invite the shortlisted engineer to a technical interview, depending on capacity. Lead: Treat that as an idea, not an action.",explicitly_uncommitted,discussion_topic,not_action,named_owner|deliverable_object|hypothetical_language,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0062,Sana already completed the work to invite the shortlisted engineer to a technical interview yesterday.,completed_history,background_context,completed_history,named_owner|deliverable_object|completed_tense,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0063,Lead: Sana should invite the shortlisted engineer to a technical interview. Sana: That's already done; it closed yesterday.,completed_correction,background_context,completed_history,named_owner|deliverable_object|completed_tense,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0064,Do not invite the shortlisted engineer to a technical interview; that proposed action has been cancelled.,rejection,decision_agreement,not_action,deliverable_object|decision_language,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0065,Earlier we asked Sana to invite the shortlisted engineer to a technical interview. That assignment is withdrawn and must not remain open.,superseded_action,decision_agreement,not_action,named_owner|deliverable_object|decision_language,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0066,The team agreed to progress one candidate to the final round.,decision,decision_agreement,not_action,decision_language|deliverable_object,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0067,"Option A was discussed, but the final position is to progress one candidate to the final round.",decision_after_alternative,decision_agreement,not_action,decision_language|deliverable_object,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0068,"Lead: Shall we progress one candidate to the final round?
Team: Agreed. That's the approach we will use.",proposal_acceptance_decision,decision_agreement,not_action,decision_language|deliverable_object,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0069,"One option would be to progress one candidate to the final round, although no decision was made.",unconfirmed_option,discussion_topic,not_action,hypothetical_language|deliverable_object,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0070,The team identified that interviewer availability may delay the final round.,risk,risk_dependency,not_action,risk_language|deliverable_object,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0071,"If the dependency is not resolved, interviewer availability may delay the final round. The issue remains open.",conditional_risk,risk_dependency,not_action,risk_language|deliverable_object,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0072,"The team checked whether interviewer availability may delay the final round, but evidence confirmed the exposure is closed and no monitoring is required.",closed_risk_negative,background_context,not_action,deliverable_object|completed_tense,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,medium,Label and negative-state relationship checked against canonical staged semantics.
csa_0073,The current position is that the recruitment work remains in progress.,informational,background_context,not_action,,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0074,Can everyone see the recruitment screen? We will pause for two minutes before continuing.,administrative,low_value_noise,not_action,,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0075,"Sana: I promise I'll bring coffee to the next recruitment call. This is social chat, not project work.",social_false_commitment,low_value_noise,not_action,named_owner,recruitment,speech_act_003_recruitment,validation,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0076,Theo: I'll circulate the revised department forecast by before lunch.,commitment,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0077,Theo: I can circulate the revised department forecast. I'll have it done by before lunch.,volunteer_commitment,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0078,"Could Theo circulate the revised department forecast by before lunch? Theo: Yes, I'll take that.",request_acceptance_thread,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0079,"Lead: Can you circulate the revised department forecast?
Theo: Yes.
Lead: Can you finish by before lunch?
Theo: That works.",distributed_request_acceptance,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0080,Theo to circulate the revised department forecast; due before lunch.,minutes_assignment,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0081,"Actions recap: Theo, you're taking the item to circulate the revised department forecast. Theo: Correct, by before lunch.",recap_assignment,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0082,We need someone to circulate the revised department forecast. Theo: Leave that with me; before lunch is fine.,contextual_volunteer,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|deadline_or_sequence,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0083,"We need to circulate the revised department forecast, but nobody accepted ownership or timing.",ownerless_need,discussion_topic,possible_action,explicit_commitment_verb|deliverable_object,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,medium,Label and negative-state relationship checked against canonical staged semantics.
csa_0084,It would help to circulate the revised department forecast. The group moved on without assigning it.,unassigned_suggestion,discussion_topic,possible_action,deliverable_object,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,medium,Label and negative-state relationship checked against canonical staged semantics.
csa_0085,"Perhaps Theo could circulate the revised department forecast if there is time, but this was not agreed.",hypothetical,discussion_topic,not_action,named_owner|deliverable_object|hypothetical_language,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0086,"Theo: I might circulate the revised department forecast, depending on capacity. Lead: Treat that as an idea, not an action.",explicitly_uncommitted,discussion_topic,not_action,named_owner|deliverable_object|hypothetical_language,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0087,Theo already completed the work to circulate the revised department forecast yesterday.,completed_history,background_context,completed_history,named_owner|deliverable_object|completed_tense,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0088,Lead: Theo should circulate the revised department forecast. Theo: That's already done; it closed yesterday.,completed_correction,background_context,completed_history,named_owner|deliverable_object|completed_tense,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0089,Do not circulate the revised department forecast; that proposed action has been cancelled.,rejection,decision_agreement,not_action,deliverable_object|decision_language,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0090,Earlier we asked Theo to circulate the revised department forecast. That assignment is withdrawn and must not remain open.,superseded_action,decision_agreement,not_action,named_owner|deliverable_object|decision_language,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
csa_0091,The team agreed to defer the contractor extension.,decision,decision_agreement,not_action,decision_language|deliverable_object,budget,speech_act_004_budget,train,ai_authored_speech_act_contrast_v1,assistant_reviewed_candidate,high,Label and negative-state relationship checked against canonical staged semantics.
