row_id,group_id,recommended_split,current_text,context_text,discourse_role,source,review_status
disc_s_csa_0018,speech_act_001_inventory,train,"Lead: Shall we use barcode scanning for the next stocktake?
Team: Agreed. That's the approach we will use.","[CURRENT]
Lead: Shall we use barcode scanning for the next stocktake?
Team: Agreed. That's the approach we will use.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0019,speech_act_001_inventory,train,"One option would be to use barcode scanning for the next stocktake, although no decision was made.","[CURRENT]
One option would be to use barcode scanning for the next stocktake, although no decision was made.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0020,speech_act_001_inventory,train,The team identified that late supplier files could delay reconciliation.,"[CURRENT]
The team identified that late supplier files could delay reconciliation.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0021,speech_act_001_inventory,train,"If the dependency is not resolved, late supplier files could delay reconciliation. The issue remains open.","[CURRENT]
If the dependency is not resolved, late supplier files could delay reconciliation. The issue remains open.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0022,speech_act_001_inventory,train,"The team checked whether late supplier files could delay reconciliation, but evidence confirmed the exposure is closed and no monitoring is required.","[CURRENT]
The team checked whether late supplier files could delay reconciliation, but evidence confirmed the exposure is closed and no monitoring is required.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0023,speech_act_001_inventory,train,The current position is that the inventory work remains in progress.,"[CURRENT]
The current position is that the inventory work remains in progress.",supporting_detail,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0024,speech_act_001_inventory,train,Can everyone see the inventory screen? We will pause for two minutes before continuing.,"[CURRENT]
Can everyone see the inventory screen? We will pause for two minutes before continuing.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0025,speech_act_001_inventory,train,"Marta: I promise I'll bring coffee to the next inventory call. This is social chat, not project work.","[CURRENT]
Marta: I promise I'll bring coffee to the next inventory call. This is social chat, not project work.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0026,speech_act_002_mobile_release,train,Elliot: I'll patch the mobile login redirect by today.,"[CURRENT]
Elliot: I'll patch the mobile login redirect by today.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0027,speech_act_002_mobile_release,train,Elliot: I can patch the mobile login redirect. I'll have it done by today.,"[CURRENT]
Elliot: I can patch the mobile login redirect. I'll have it done by today.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0028,speech_act_002_mobile_release,train,"Could Elliot patch the mobile login redirect by today? Elliot: Yes, I'll take that.","[CURRENT]
Could Elliot patch the mobile login redirect by today? Elliot: Yes, I'll take that.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0029,speech_act_002_mobile_release,train,"Lead: Can you patch the mobile login redirect?
Elliot: Yes.
Lead: Can you finish by today?
Elliot: That works.","[CURRENT]
Lead: Can you patch the mobile login redirect?
Elliot: Yes.
Lead: Can you finish by today?
Elliot: That works.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0030,speech_act_002_mobile_release,train,Elliot to patch the mobile login redirect; due today.,"[CURRENT]
Elliot to patch the mobile login redirect; due today.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0031,speech_act_002_mobile_release,train,"Actions recap: Elliot, you're taking the item to patch the mobile login redirect. Elliot: Correct, by today.","[CURRENT]
Actions recap: Elliot, you're taking the item to patch the mobile login redirect. Elliot: Correct, by today.",single_item_recap,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0032,speech_act_002_mobile_release,train,We need someone to patch the mobile login redirect. Elliot: Leave that with me; today is fine.,"[CURRENT]
We need someone to patch the mobile login redirect. Elliot: Leave that with me; today is fine.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0033,speech_act_002_mobile_release,train,"We need to patch the mobile login redirect, but nobody accepted ownership or timing.","[CURRENT]
We need to patch the mobile login redirect, but nobody accepted ownership or timing.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0034,speech_act_002_mobile_release,train,It would help to patch the mobile login redirect. The group moved on without assigning it.,"[CURRENT]
It would help to patch the mobile login redirect. The group moved on without assigning it.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0035,speech_act_002_mobile_release,train,"Perhaps Elliot could patch the mobile login redirect if there is time, but this was not agreed.","[CURRENT]
Perhaps Elliot could patch the mobile login redirect if there is time, but this was not agreed.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0036,speech_act_002_mobile_release,train,"Elliot: I might patch the mobile login redirect, depending on capacity. Lead: Treat that as an idea, not an action.","[CURRENT]
Elliot: I might patch the mobile login redirect, depending on capacity. Lead: Treat that as an idea, not an action.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0037,speech_act_002_mobile_release,train,Elliot already completed the work to patch the mobile login redirect yesterday.,"[CURRENT]
Elliot already completed the work to patch the mobile login redirect yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0038,speech_act_002_mobile_release,train,Lead: Elliot should patch the mobile login redirect. Elliot: That's already done; it closed yesterday.,"[CURRENT]
Lead: Elliot should patch the mobile login redirect. Elliot: That's already done; it closed yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0039,speech_act_002_mobile_release,train,Do not patch the mobile login redirect; that proposed action has been cancelled.,"[CURRENT]
Do not patch the mobile login redirect; that proposed action has been cancelled.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0040,speech_act_002_mobile_release,train,Earlier we asked Elliot to patch the mobile login redirect. That assignment is withdrawn and must not remain open.,"[CURRENT]
Earlier we asked Elliot to patch the mobile login redirect. That assignment is withdrawn and must not remain open.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0041,speech_act_002_mobile_release,train,The team agreed to hold the release until smoke testing passes.,"[CURRENT]
The team agreed to hold the release until smoke testing passes.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0042,speech_act_002_mobile_release,train,"Option A was discussed, but the final position is to hold the release until smoke testing passes.","[CURRENT]
Option A was discussed, but the final position is to hold the release until smoke testing passes.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0043,speech_act_002_mobile_release,train,"Lead: Shall we hold the release until smoke testing passes?
Team: Agreed. That's the approach we will use.","[CURRENT]
Lead: Shall we hold the release until smoke testing passes?
Team: Agreed. That's the approach we will use.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0044,speech_act_002_mobile_release,train,"One option would be to hold the release until smoke testing passes, although no decision was made.","[CURRENT]
One option would be to hold the release until smoke testing passes, although no decision was made.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0045,speech_act_002_mobile_release,train,The team identified that the redirect defect could block customer access.,"[CURRENT]
The team identified that the redirect defect could block customer access.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0046,speech_act_002_mobile_release,train,"If the dependency is not resolved, the redirect defect could block customer access. The issue remains open.","[CURRENT]
If the dependency is not resolved, the redirect defect could block customer access. The issue remains open.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0047,speech_act_002_mobile_release,train,"The team checked whether the redirect defect could block customer access, but evidence confirmed the exposure is closed and no monitoring is required.","[CURRENT]
The team checked whether the redirect defect could block customer access, but evidence confirmed the exposure is closed and no monitoring is required.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0048,speech_act_002_mobile_release,train,The current position is that the mobile release work remains in progress.,"[CURRENT]
The current position is that the mobile release work remains in progress.",supporting_detail,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0049,speech_act_002_mobile_release,train,Can everyone see the mobile release screen? We will pause for two minutes before continuing.,"[CURRENT]
Can everyone see the mobile release screen? We will pause for two minutes before continuing.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0050,speech_act_002_mobile_release,train,"Elliot: I promise I'll bring coffee to the next mobile release call. This is social chat, not project work.","[CURRENT]
Elliot: I promise I'll bring coffee to the next mobile release call. This is social chat, not project work.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0051,speech_act_003_recruitment,validation,Sana: I'll invite the shortlisted engineer to a technical interview by tomorrow.,"[CURRENT]
Sana: I'll invite the shortlisted engineer to a technical interview by tomorrow.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0052,speech_act_003_recruitment,validation,Sana: I can invite the shortlisted engineer to a technical interview. I'll have it done by tomorrow.,"[CURRENT]
Sana: I can invite the shortlisted engineer to a technical interview. I'll have it done by tomorrow.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0053,speech_act_003_recruitment,validation,"Could Sana invite the shortlisted engineer to a technical interview by tomorrow? Sana: Yes, I'll take that.","[CURRENT]
Could Sana invite the shortlisted engineer to a technical interview by tomorrow? Sana: Yes, I'll take that.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0054,speech_act_003_recruitment,validation,"Lead: Can you invite the shortlisted engineer to a technical interview?
Sana: Yes.
Lead: Can you finish by tomorrow?
Sana: That works.","[CURRENT]
Lead: Can you invite the shortlisted engineer to a technical interview?
Sana: Yes.
Lead: Can you finish by tomorrow?
Sana: That works.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0055,speech_act_003_recruitment,validation,Sana to invite the shortlisted engineer to a technical interview; due tomorrow.,"[CURRENT]
Sana to invite the shortlisted engineer to a technical interview; due tomorrow.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0056,speech_act_003_recruitment,validation,"Actions recap: Sana, you're taking the item to invite the shortlisted engineer to a technical interview. Sana: Correct, by tomorrow.","[CURRENT]
Actions recap: Sana, you're taking the item to invite the shortlisted engineer to a technical interview. Sana: Correct, by tomorrow.",single_item_recap,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0057,speech_act_003_recruitment,validation,We need someone to invite the shortlisted engineer to a technical interview. Sana: Leave that with me; tomorrow is fine.,"[CURRENT]
We need someone to invite the shortlisted engineer to a technical interview. Sana: Leave that with me; tomorrow is fine.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0058,speech_act_003_recruitment,validation,"We need to invite the shortlisted engineer to a technical interview, but nobody accepted ownership or timing.","[CURRENT]
We need to invite the shortlisted engineer to a technical interview, but nobody accepted ownership or timing.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0059,speech_act_003_recruitment,validation,It would help to invite the shortlisted engineer to a technical interview. The group moved on without assigning it.,"[CURRENT]
It would help to invite the shortlisted engineer to a technical interview. The group moved on without assigning it.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0060,speech_act_003_recruitment,validation,"Perhaps Sana could invite the shortlisted engineer to a technical interview if there is time, but this was not agreed.","[CURRENT]
Perhaps Sana could invite the shortlisted engineer to a technical interview if there is time, but this was not agreed.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0061,speech_act_003_recruitment,validation,"Sana: I might invite the shortlisted engineer to a technical interview, depending on capacity. Lead: Treat that as an idea, not an action.","[CURRENT]
Sana: I might invite the shortlisted engineer to a technical interview, depending on capacity. Lead: Treat that as an idea, not an action.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0062,speech_act_003_recruitment,validation,Sana already completed the work to invite the shortlisted engineer to a technical interview yesterday.,"[CURRENT]
Sana already completed the work to invite the shortlisted engineer to a technical interview yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0063,speech_act_003_recruitment,validation,Lead: Sana should invite the shortlisted engineer to a technical interview. Sana: That's already done; it closed yesterday.,"[CURRENT]
Lead: Sana should invite the shortlisted engineer to a technical interview. Sana: That's already done; it closed yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0064,speech_act_003_recruitment,validation,Do not invite the shortlisted engineer to a technical interview; that proposed action has been cancelled.,"[CURRENT]
Do not invite the shortlisted engineer to a technical interview; that proposed action has been cancelled.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0065,speech_act_003_recruitment,validation,Earlier we asked Sana to invite the shortlisted engineer to a technical interview. That assignment is withdrawn and must not remain open.,"[CURRENT]
Earlier we asked Sana to invite the shortlisted engineer to a technical interview. That assignment is withdrawn and must not remain open.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0066,speech_act_003_recruitment,validation,The team agreed to progress one candidate to the final round.,"[CURRENT]
The team agreed to progress one candidate to the final round.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0067,speech_act_003_recruitment,validation,"Option A was discussed, but the final position is to progress one candidate to the final round.","[CURRENT]
Option A was discussed, but the final position is to progress one candidate to the final round.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0068,speech_act_003_recruitment,validation,"Lead: Shall we progress one candidate to the final round?
Team: Agreed. That's the approach we will use.","[CURRENT]
Lead: Shall we progress one candidate to the final round?
Team: Agreed. That's the approach we will use.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0069,speech_act_003_recruitment,validation,"One option would be to progress one candidate to the final round, although no decision was made.","[CURRENT]
One option would be to progress one candidate to the final round, although no decision was made.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0070,speech_act_003_recruitment,validation,The team identified that interviewer availability may delay the final round.,"[CURRENT]
The team identified that interviewer availability may delay the final round.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0071,speech_act_003_recruitment,validation,"If the dependency is not resolved, interviewer availability may delay the final round. The issue remains open.","[CURRENT]
If the dependency is not resolved, interviewer availability may delay the final round. The issue remains open.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0072,speech_act_003_recruitment,validation,"The team checked whether interviewer availability may delay the final round, but evidence confirmed the exposure is closed and no monitoring is required.","[CURRENT]
The team checked whether interviewer availability may delay the final round, but evidence confirmed the exposure is closed and no monitoring is required.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0073,speech_act_003_recruitment,validation,The current position is that the recruitment work remains in progress.,"[CURRENT]
The current position is that the recruitment work remains in progress.",supporting_detail,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0074,speech_act_003_recruitment,validation,Can everyone see the recruitment screen? We will pause for two minutes before continuing.,"[CURRENT]
Can everyone see the recruitment screen? We will pause for two minutes before continuing.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0075,speech_act_003_recruitment,validation,"Sana: I promise I'll bring coffee to the next recruitment call. This is social chat, not project work.","[CURRENT]
Sana: I promise I'll bring coffee to the next recruitment call. This is social chat, not project work.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0076,speech_act_004_budget,train,Theo: I'll circulate the revised department forecast by before lunch.,"[CURRENT]
Theo: I'll circulate the revised department forecast by before lunch.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0077,speech_act_004_budget,train,Theo: I can circulate the revised department forecast. I'll have it done by before lunch.,"[CURRENT]
Theo: I can circulate the revised department forecast. I'll have it done by before lunch.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0078,speech_act_004_budget,train,"Could Theo circulate the revised department forecast by before lunch? Theo: Yes, I'll take that.","[CURRENT]
Could Theo circulate the revised department forecast by before lunch? Theo: Yes, I'll take that.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0079,speech_act_004_budget,train,"Lead: Can you circulate the revised department forecast?
Theo: Yes.
Lead: Can you finish by before lunch?
Theo: That works.","[CURRENT]
Lead: Can you circulate the revised department forecast?
Theo: Yes.
Lead: Can you finish by before lunch?
Theo: That works.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0080,speech_act_004_budget,train,Theo to circulate the revised department forecast; due before lunch.,"[CURRENT]
Theo to circulate the revised department forecast; due before lunch.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0081,speech_act_004_budget,train,"Actions recap: Theo, you're taking the item to circulate the revised department forecast. Theo: Correct, by before lunch.","[CURRENT]
Actions recap: Theo, you're taking the item to circulate the revised department forecast. Theo: Correct, by before lunch.",single_item_recap,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0082,speech_act_004_budget,train,We need someone to circulate the revised department forecast. Theo: Leave that with me; before lunch is fine.,"[CURRENT]
We need someone to circulate the revised department forecast. Theo: Leave that with me; before lunch is fine.",canonical_commitment,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0083,speech_act_004_budget,train,"We need to circulate the revised department forecast, but nobody accepted ownership or timing.","[CURRENT]
We need to circulate the revised department forecast, but nobody accepted ownership or timing.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0084,speech_act_004_budget,train,It would help to circulate the revised department forecast. The group moved on without assigning it.,"[CURRENT]
It would help to circulate the revised department forecast. The group moved on without assigning it.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0085,speech_act_004_budget,train,"Perhaps Theo could circulate the revised department forecast if there is time, but this was not agreed.","[CURRENT]
Perhaps Theo could circulate the revised department forecast if there is time, but this was not agreed.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0086,speech_act_004_budget,train,"Theo: I might circulate the revised department forecast, depending on capacity. Lead: Treat that as an idea, not an action.","[CURRENT]
Theo: I might circulate the revised department forecast, depending on capacity. Lead: Treat that as an idea, not an action.",hypothetical,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0087,speech_act_004_budget,train,Theo already completed the work to circulate the revised department forecast yesterday.,"[CURRENT]
Theo already completed the work to circulate the revised department forecast yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0088,speech_act_004_budget,train,Lead: Theo should circulate the revised department forecast. Theo: That's already done; it closed yesterday.,"[CURRENT]
Lead: Theo should circulate the revised department forecast. Theo: That's already done; it closed yesterday.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0089,speech_act_004_budget,train,Do not circulate the revised department forecast; that proposed action has been cancelled.,"[CURRENT]
Do not circulate the revised department forecast; that proposed action has been cancelled.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0090,speech_act_004_budget,train,Earlier we asked Theo to circulate the revised department forecast. That assignment is withdrawn and must not remain open.,"[CURRENT]
Earlier we asked Theo to circulate the revised department forecast. That assignment is withdrawn and must not remain open.",state_modifier,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0091,speech_act_004_budget,train,The team agreed to defer the contractor extension.,"[CURRENT]
The team agreed to defer the contractor extension.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0092,speech_act_004_budget,train,"Option A was discussed, but the final position is to defer the contractor extension.","[CURRENT]
Option A was discussed, but the final position is to defer the contractor extension.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0093,speech_act_004_budget,train,"Lead: Shall we defer the contractor extension?
Team: Agreed. That's the approach we will use.","[CURRENT]
Lead: Shall we defer the contractor extension?
Team: Agreed. That's the approach we will use.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0094,speech_act_004_budget,train,"One option would be to defer the contractor extension, although no decision was made.","[CURRENT]
One option would be to defer the contractor extension, although no decision was made.",unassigned_proposal,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0095,speech_act_004_budget,train,The team identified that exchange-rate movement could exceed the travel budget.,"[CURRENT]
The team identified that exchange-rate movement could exceed the travel budget.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0096,speech_act_004_budget,train,"If the dependency is not resolved, exchange-rate movement could exceed the travel budget. The issue remains open.","[CURRENT]
If the dependency is not resolved, exchange-rate movement could exceed the travel budget. The issue remains open.",canonical_assertion,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0097,speech_act_004_budget,train,"The team checked whether exchange-rate movement could exceed the travel budget, but evidence confirmed the exposure is closed and no monitoring is required.","[CURRENT]
The team checked whether exchange-rate movement could exceed the travel budget, but evidence confirmed the exposure is closed and no monitoring is required.",completed_history,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0098,speech_act_004_budget,train,The current position is that the budget work remains in progress.,"[CURRENT]
The current position is that the budget work remains in progress.",supporting_detail,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0099,speech_act_004_budget,train,Can everyone see the budget screen? We will pause for two minutes before continuing.,"[CURRENT]
Can everyone see the budget screen? We will pause for two minutes before continuing.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
disc_s_csa_0100,speech_act_004_budget,train,"Theo: I promise I'll bring coffee to the next budget call. This is social chat, not project work.","[CURRENT]
Theo: I promise I'll bring coffee to the next budget call. This is social chat, not project work.",administrative,derived_reusable_speech_act_curriculum_v1,assistant_reviewed_candidate
