row_id,text,speech_act,evidence_type,action_state,signals,domain,group_id,recommended_split,source,review_status,review_confidence,review_notes
mmt_0017,Claire will send Conor the updated draft minutes by Friday.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|recipient_or_handover|deadline_or_sequence|document_or_record,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0018,The team agreed that the importer should hold final storage responsibility.,legacy_reviewed,decision_agreement,not_action,decision_language|regulatory_language,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0019,It was agreed that UDI registration would be handled through Udimed rather than MedEnvoy.,legacy_reviewed,decision_agreement,not_action,decision_language|regulatory_language,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0020,The proposed approach was approved for the software change request.,legacy_reviewed,decision_agreement,not_action,decision_language|document_or_record,evidence,source:t761_seed,validation,t761_seed,human_approved,,
mmt_0021,The team decided not to expand the label wording until Jenny has reviewed the draft.,legacy_reviewed,decision_agreement,not_action,decision_language|document_or_record|deadline_or_sequence,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0022,"The goods arrive from the manufacturer, are stored in the warehouse and are then picked for customer orders.",legacy_reviewed,process_overview,not_action,process_sequence,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0023,"Packaging is applied after goods receipt, then the order is picked, packed and distributed to the customer.",legacy_reviewed,process_overview,not_action,process_sequence,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0024,"The software build starts with the graphics driver, moves through alarm validation and then into retrospective testing.",legacy_reviewed,process_overview,not_action,process_sequence,evidence,source:t761_seed,validation,t761_seed,human_approved,,
mmt_0025,"The QMS manual describes how the business process links to goods receipt, order picking and distribution.",legacy_reviewed,process_overview,not_action,process_sequence|document_or_record,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0026,The importer obligations sit with Dita once the product is placed on the Irish market.,legacy_reviewed,regulatory_obligation,not_action,regulatory_language,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0027,The declarations of conformity need to cover both MDR and PPE where sunglasses are in scope.,legacy_reviewed,regulatory_obligation,possible_action,deliverable_object|document_or_record|regulatory_language,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0028,The audit plan depends on completing the risk assessment first.,legacy_reviewed,risk_dependency,possible_action,deliverable_object|deadline_or_sequence|risk_language|document_or_record,evidence,source:abbott_seed,test,abbott_seed,human_approved,,
mmt_0029,Domain access remains blocked until IT provides firewall access.,legacy_reviewed,risk_dependency,possible_action,deadline_or_sequence|risk_language,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0030,We are missing confirmation on which languages are required for the DoCs.,legacy_reviewed,risk_dependency,possible_action,deliverable_object|document_or_record|regulatory_language|risk_language,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0031,The HPRA fee has already been paid and the confirmation email was sent yesterday.,legacy_reviewed,background_context,completed_history,deliverable_object|regulatory_language|completed_tense,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0032,Claire sent the revised minutes yesterday.,legacy_reviewed,background_context,completed_history,named_owner|deliverable_object|document_or_record|completed_tense,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0033,John-Paul reviewed the DoCs last week.,legacy_reviewed,background_context,completed_history,named_owner|deliverable_object|document_or_record|regulatory_language|completed_tense,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0034,Rebecca has already updated the risk management file.,legacy_reviewed,background_context,completed_history,named_owner|deliverable_object|document_or_record|risk_language|completed_tense,evidence,source:t761_seed,validation,t761_seed,human_approved,,
mmt_0035,Maybe we could look at the label in a later session.,legacy_reviewed,discussion_topic,not_action,hypothetical_language|document_or_record,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0036,Should we think about whether the DoCs need more languages?,legacy_reviewed,discussion_topic,not_action,hypothetical_language|document_or_record|regulatory_language,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0037,It might be worth considering a different audit structure.,legacy_reviewed,discussion_topic,not_action,hypothetical_language|document_or_record,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0038,"If asked, we could explain that MedEnvoy is acting for the manufacturer.",legacy_reviewed,discussion_topic,not_action,hypothetical_language|regulatory_language,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0039,"The call covered QMS structure, UDI registration and HPRA fees.",legacy_reviewed,discussion_topic,not_action,document_or_record|regulatory_language,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0040,"The team discussed alarm changes, language changes and software versioning.",legacy_reviewed,discussion_topic,not_action,document_or_record,evidence,source:t761_seed,validation,t761_seed,human_approved,,
mmt_0041,There was a deep dive into the software debug review and change request evidence.,legacy_reviewed,discussion_topic,not_action,document_or_record,evidence,source:t761_seed,validation,t761_seed,human_approved,,
mmt_0042,"We talked through final storage, packaging, customer orders and distribution.",legacy_reviewed,process_overview,not_action,process_sequence,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0043,"I just turned on the transcript, so we missed the middle bit.",legacy_reviewed,low_value_noise,not_action,,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0044,Can everyone hear me now?,legacy_reviewed,low_value_noise,not_action,,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0045,"Sorry, Teams is being slow and I lost the screen share.",legacy_reviewed,low_value_noise,not_action,,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0046,"That is grand, thanks, we can move on.",legacy_reviewed,low_value_noise,not_action,,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0047,Review status of TF24 and agree the next review activities.,legacy_reviewed,discussion_topic,not_action,document_or_record,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0048,Plan approach and initial activities for importer obligations.,legacy_reviewed,discussion_topic,not_action,regulatory_language,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0049,The objective was to review the software change request and supporting evidence.,legacy_reviewed,discussion_topic,not_action,document_or_record,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0050,The team needs to review the QMS manual.,legacy_reviewed,document_control_task,possible_action,explicit_commitment_verb|deliverable_object|document_or_record,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0051,Someone should send Jenny the label when it is ready.,legacy_reviewed,document_control_task,possible_action,explicit_commitment_verb|deliverable_object|recipient_or_handover|document_or_record,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0052,The declarations need to be reviewed for MDR and PPE.,legacy_reviewed,document_control_task,possible_action,explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0053,We need confirmation from HPRA on the fee.,legacy_reviewed,regulatory_obligation,possible_action,deliverable_object|regulatory_language|risk_language,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0054,The audit needs a risk assessment before the plan can be finalised.,legacy_reviewed,risk_dependency,possible_action,deliverable_object|deadline_or_sequence|document_or_record|risk_language,evidence,source:abbott_seed,test,abbott_seed,human_approved,,
mmt_0055,Colm to review the standards list and send comments back to Rebecca.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|recipient_or_handover|document_or_record,evidence,source:t761_seed,validation,t761_seed,human_approved,,
mmt_0056,Andrew to trace the graphics driver issue through the test evidence.,legacy_reviewed,action_commitment,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|document_or_record,evidence,source:t761_seed,validation,t761_seed,human_approved,,
mmt_0057,Rebecca to share the standards applicable to the change request.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|recipient_or_handover|document_or_record,evidence,source:t761_seed,validation,t761_seed,human_approved,,
mmt_0058,Niamh will review the audit timeline once Stuart sends the risk analysis.,legacy_reviewed,document_control_task,confirmed_action,named_owner|explicit_commitment_verb|deliverable_object|recipient_or_handover|deadline_or_sequence|document_or_record|risk_language,evidence,source:abbott_seed,test,abbott_seed,human_approved,,
mmt_0059,The audit timeline was reviewed in detail during the call.,legacy_reviewed,discussion_topic,completed_history,document_or_record|completed_tense,evidence,source:abbott_seed,test,abbott_seed,human_approved,,
mmt_0060,The risk assessment was completed before the meeting.,legacy_reviewed,background_context,completed_history,deliverable_object|document_or_record|risk_language|completed_tense,evidence,source:abbott_seed,test,abbott_seed,human_approved,,
mmt_0061,Share the risk analysis with Niamh before she arrives.,legacy_reviewed,action_commitment,confirmed_action,explicit_commitment_verb|deliverable_object|recipient_or_handover|deadline_or_sequence|risk_language,evidence,source:abbott_seed,test,abbott_seed,human_approved,,
mmt_0062,Complete the risk assessment to develop the audit plan.,legacy_reviewed,document_control_task,confirmed_action,explicit_commitment_verb|deliverable_object|document_or_record|risk_language,evidence,source:abbott_seed,test,abbott_seed,human_approved,,
mmt_0063,Review the QMS Manual by 24 March.,legacy_reviewed,document_control_task,confirmed_action,explicit_commitment_verb|deliverable_object|deadline_or_sequence|document_or_record,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0064,Share copy of new label with Jenny by 24 March.,legacy_reviewed,document_control_task,confirmed_action,explicit_commitment_verb|deliverable_object|recipient_or_handover|deadline_or_sequence|document_or_record,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0065,Share list of languages for DoCs by 24 March.,legacy_reviewed,document_control_task,confirmed_action,explicit_commitment_verb|deliverable_object|deadline_or_sequence|document_or_record|regulatory_language,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0066,Review DoCs for sunglasses for MDR and PPE.,legacy_reviewed,document_control_task,confirmed_action,explicit_commitment_verb|deliverable_object|document_or_record|regulatory_language,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0067,Review HPRA invoice fee.,legacy_reviewed,regulatory_obligation,confirmed_action,explicit_commitment_verb|deliverable_object|regulatory_language,evidence,source:t819_seed,train,t819_seed,human_approved,,
mmt_0068,The supplier audit topic could be November's webinar.,legacy_reviewed,discussion_topic,not_action,hypothetical_language,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0069,"Approved supplier is only the title of the content session, not something anyone needs to action today.",legacy_reviewed,discussion_topic,not_action,hypothetical_language,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0070,Validation is one of the themes for the webinar series.,legacy_reviewed,discussion_topic,not_action,,evidence,source:generic_seed,train,generic_seed,human_approved,,
mmt_0071,Review Rebecca’s updates to the Risk Mgmt Plan,legacy_reviewed,document_control_task,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner|risk_language,evidence,source:t733_eakin_consultancy_retainer_trinzo_minutes_client_checkin_tf24_2026_06_17_pdf,test,T733 Eakin Consultancy Retainer -Trinzo Minutes Client -Checkin TF24 _2026.06.17.pdf,human_approved,,
mmt_0072,Clinical and usability review of the Alarm changes,legacy_reviewed,action_commitment,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t733_eakin_consultancy_retainer_trinzo_minutes_client_checkin_tf24_2026_06_17_pdf,test,T733 Eakin Consultancy Retainer -Trinzo Minutes Client -Checkin TF24 _2026.06.17.pdf,human_approved,,
mmt_0073,Subcontractor spreadsheet to be completed – justifications,legacy_reviewed,document_control_task,confirmed_action,completed_tense|deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t733_eakin_consultancy_retainer_trinzo_minutes_client_checkin_tf24_2026_06_17_pdf,test,T733 Eakin Consultancy Retainer -Trinzo Minutes Client -Checkin TF24 _2026.06.17.pdf,human_approved,,
mmt_0074,Andrew to review the mute button flash sequence V the existing setup,legacy_reviewed,action_commitment,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner|process_sequence,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
mmt_0075,"Clinical review of code changes for sounds, colour and flash",legacy_reviewed,action_commitment,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
mmt_0076,Review the debug commands in the debug screen,legacy_reviewed,action_commitment,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
mmt_0077,Andrew to review the graphics driver as possible solution for additional fonts,legacy_reviewed,action_commitment,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
mmt_0078,Review IEC60601-1 standard compare to MDD documentation to outline what testing needs to be completed for electrical compliance,legacy_reviewed,document_control_task,confirmed_action,completed_tense|deadline_or_sequence|deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
mmt_0079,Complete Electrical compliance testing,legacy_reviewed,action_commitment,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
mmt_0080,Trace SW to identify the change in the SW between v1.01 and v1.02 – Document,legacy_reviewed,document_control_task,confirmed_action,deadline_or_sequence|deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
mmt_0081,IF SW change cannot be seem generate retrospective test data,legacy_reviewed,action_commitment,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|hypothetical_language|named_owner,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
mmt_0082,Update Rsk Mgmt file addressing USB port lock and GUI security controls – Review competitor controls,legacy_reviewed,document_control_task,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
mmt_0083,Share standards for review 81001-5-1 and 27427,legacy_reviewed,document_control_task,confirmed_action,deadline_or_sequence|deliverable_object|document_or_record|explicit_commitment_verb|named_owner|recipient_or_handover,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
mmt_0084,Review relevance of standards,legacy_reviewed,document_control_task,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
mmt_0085,Orla to review the QMS Manual from the team,legacy_reviewed,document_control_task,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t819_dita_eyewear_importer_obligations_trinzo_minutes_client_connect_2026_06_17_pdf,train,T819 Dita Eyewear Importer Obligations -Trinzo Minutes Client Connect_2026.06.17.pdf,human_approved,,
mmt_0086,Followup with Cody for a copy of the MedEnvoy project plan for manufacturer EO,legacy_reviewed,document_control_task,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner|recipient_or_handover,evidence,source:t819_dita_eyewear_importer_obligations_trinzo_minutes_client_connect_2026_06_17_pdf,train,T819 Dita Eyewear Importer Obligations -Trinzo Minutes Client Connect_2026.06.17.pdf,human_approved,,
mmt_0087,Orla to share a copy of the new label with Jenny for review,legacy_reviewed,document_control_task,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner|recipient_or_handover,evidence,source:t819_dita_eyewear_importer_obligations_trinzo_minutes_client_connect_2026_06_17_pdf,train,T819 Dita Eyewear Importer Obligations -Trinzo Minutes Client Connect_2026.06.17.pdf,human_approved,,
mmt_0088,Orla to share a list of all the languages for DoC’s,legacy_reviewed,document_control_task,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner|recipient_or_handover,evidence,source:t819_dita_eyewear_importer_obligations_trinzo_minutes_client_connect_2026_06_17_pdf,train,T819 Dita Eyewear Importer Obligations -Trinzo Minutes Client Connect_2026.06.17.pdf,human_approved,,
mmt_0089,Review the DoC’s for sunglasses for MDR and PPE compliance,legacy_reviewed,regulatory_obligation,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner|regulatory_language,evidence,source:t819_dita_eyewear_importer_obligations_trinzo_minutes_client_connect_2026_06_17_pdf,train,T819 Dita Eyewear Importer Obligations -Trinzo Minutes Client Connect_2026.06.17.pdf,human_approved,,
mmt_0090,Review HPRA invoice fee,legacy_reviewed,regulatory_obligation,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner|regulatory_language,evidence,source:t819_dita_eyewear_importer_obligations_trinzo_minutes_client_connect_2026_06_17_pdf,train,T819 Dita Eyewear Importer Obligations -Trinzo Minutes Client Connect_2026.06.17.pdf,human_approved,,
mmt_0091,Jacqui to followup internally to understand what the MDR regulation demands for DoC language publications.,legacy_reviewed,regulatory_obligation,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner|recipient_or_handover|regulatory_language,evidence,source:t819_dita_eyewear_importer_obligations_trinzo_minutes_internal_connect_2026_06_17_pdf,test,T819 Dita Eyewear Importer Obligations -Trinzo Minutes internal Connect_2026.06.17.pdf,human_approved,,
mmt_0092,"Jacqui to schedule client working calls, Wed, Thurs and Fridays",legacy_reviewed,action_commitment,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t819_dita_eyewear_importer_obligations_trinzo_minutes_internal_connect_2026_06_17_pdf,test,T819 Dita Eyewear Importer Obligations -Trinzo Minutes internal Connect_2026.06.17.pdf,human_approved,,
mmt_0093,Jacqui to schedule weekly client connect,legacy_reviewed,action_commitment,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t819_dita_eyewear_importer_obligations_trinzo_minutes_internal_connect_2026_06_17_pdf,test,T819 Dita Eyewear Importer Obligations -Trinzo Minutes internal Connect_2026.06.17.pdf,human_approved,,
mmt_0094,Jacqui to followup with Orla on the scope of the SOW and whether it includes Sunglasses,legacy_reviewed,document_control_task,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner|recipient_or_handover,evidence,source:t819_dita_eyewear_importer_obligations_trinzo_minutes_internal_connect_2026_06_17_pdf,test,T819 Dita Eyewear Importer Obligations -Trinzo Minutes internal Connect_2026.06.17.pdf,human_approved,,
mmt_0095,Generate question/clarification list for client,legacy_reviewed,action_commitment,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t819_dita_eyewear_importer_obligations_trinzo_minutes_internal_connect_2026_06_17_pdf,test,T819 Dita Eyewear Importer Obligations -Trinzo Minutes internal Connect_2026.06.17.pdf,human_approved,,
mmt_0096,Jacqui to followup with Orla to co-ordinate a site visit for Mark and Jacqui,legacy_reviewed,action_commitment,confirmed_action,deliverable_object|document_or_record|explicit_commitment_verb|named_owner|recipient_or_handover,evidence,source:t819_dita_eyewear_importer_obligations_trinzo_minutes_internal_connect_2026_06_17_pdf,test,T819 Dita Eyewear Importer Obligations -Trinzo Minutes internal Connect_2026.06.17.pdf,human_approved,,
mmt_0097,David reviewed Risk Mgmt Plan.,legacy_reviewed,background_context,completed_history,completed_tense|deliverable_object|document_or_record|explicit_commitment_verb|named_owner|risk_language,evidence,source:t733_eakin_consultancy_retainer_trinzo_minutes_client_checkin_tf24_2026_06_17_pdf,test,T733 Eakin Consultancy Retainer -Trinzo Minutes Client -Checkin TF24 _2026.06.17.pdf,human_approved,,
mmt_0098,Could David review Risk Mgmt Plan?,legacy_reviewed,discussion_topic,not_action,deliverable_object|document_or_record|explicit_commitment_verb|hypothetical_language|named_owner|risk_language,evidence,source:t733_eakin_consultancy_retainer_trinzo_minutes_client_checkin_tf24_2026_06_17_pdf,test,T733 Eakin Consultancy Retainer -Trinzo Minutes Client -Checkin TF24 _2026.06.17.pdf,human_approved,,
mmt_0099,Andrew reviewed Alarm changes.,legacy_reviewed,background_context,completed_history,completed_tense|deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t733_eakin_consultancy_retainer_trinzo_minutes_client_checkin_tf24_2026_06_17_pdf,test,T733 Eakin Consultancy Retainer -Trinzo Minutes Client -Checkin TF24 _2026.06.17.pdf,human_approved,,
mmt_0100,Could Andrew review Alarm changes?,legacy_reviewed,discussion_topic,not_action,deliverable_object|document_or_record|explicit_commitment_verb|hypothetical_language|named_owner,evidence,source:t733_eakin_consultancy_retainer_trinzo_minutes_client_checkin_tf24_2026_06_17_pdf,test,T733 Eakin Consultancy Retainer -Trinzo Minutes Client -Checkin TF24 _2026.06.17.pdf,human_approved,,
mmt_0101,Rebecca and team completed Subcontractor spreadsheet.,legacy_reviewed,background_context,completed_history,completed_tense|deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t733_eakin_consultancy_retainer_trinzo_minutes_client_checkin_tf24_2026_06_17_pdf,test,T733 Eakin Consultancy Retainer -Trinzo Minutes Client -Checkin TF24 _2026.06.17.pdf,human_approved,,
mmt_0102,Could Rebecca and team complete Subcontractor spreadsheet?,legacy_reviewed,discussion_topic,not_action,deliverable_object|document_or_record|explicit_commitment_verb|hypothetical_language|named_owner,evidence,source:t733_eakin_consultancy_retainer_trinzo_minutes_client_checkin_tf24_2026_06_17_pdf,test,T733 Eakin Consultancy Retainer -Trinzo Minutes Client -Checkin TF24 _2026.06.17.pdf,human_approved,,
mmt_0103,Andrew reviewed mute button flash sequence.,legacy_reviewed,background_context,completed_history,completed_tense|deliverable_object|document_or_record|explicit_commitment_verb|named_owner|process_sequence,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
mmt_0104,Could Andrew review mute button flash sequence?,legacy_reviewed,discussion_topic,not_action,deliverable_object|document_or_record|explicit_commitment_verb|hypothetical_language|named_owner|process_sequence,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
mmt_0105,Rebecca reviewed code changes.,legacy_reviewed,background_context,completed_history,completed_tense|deliverable_object|document_or_record|explicit_commitment_verb|named_owner,evidence,source:t761_eakin_tech_file_sw_trinzo_minutes_sw_weekly_checkin_2026_06_15_pdf,validation,T761 Eakin Tech File SW -Trinzo Minutes SW Weekly Checkin_2026.06.15.pdf,human_approved,,
